nama_mobil,kondisi,harga,tahun_kendaraan,kilometer,warna,mesin_enginecc,bahan_bakar,dirakit,penumpang,pintu,daerah,transmisi
2022 Mitsubishi Pajero Sport 2.4 Dakar Ultimate SUV 4x4 AT,Mobil Bekas,Rp 605.000.000,2022.0,10 - 15K km,Hitam,2442 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2018 Mazda CX-3 2.0 Touring Wagon - Kondisi Mulus No Minus,Mobil Bekas,Rp 257.000.000,2018.0,40 - 45K km,Abu-abu,1998 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Banten,Automatic
"2021 Mitsubishi Pajero Sport 2,4 Dakar SUV",Mobil Bekas,Rp 495.000.000,2021.0,32000 km,Hitam,2442 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2021 Toyota Rush 1.5 G SUV - Kilometer Masih Rendah,Mobil Bekas,Rp 213.000.000,2021.0,30 - 35K km,Hitam,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2017 Honda Brio 1.2 Satya E Hatchback,Mobil Bekas,Rp 126.000.000,2017.0,85 - 90K km,Putih,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Automatic
2017 Chevrolet Trax 1.4 LTZ SUV,Mobil Bekas,Rp 171.000.000,2017.0,80 - 85K km,Hitam,1364 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2021 Suzuki Baleno 1.4 Hatchback,Mobil Bekas,Rp 196.000.000,2021.0,45 - 50K km,Abu-abu,1373 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Jawa Barat,Automatic
2021 Mazda CX-3 1.5 Sport Wagon,Mobil Bekas,Rp 304.000.000,2021.0,30 - 35K km,Abu-abu,1496 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Banten,Automatic
2021 Toyota Corolla Cross Hybrid AT Putih,Mobil Bekas,Rp 379.000.000,2021.0,31000 km,Putih,1798 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2018 Daihatsu Sigra 1.2 X Deluxe MPV,Mobil Bekas,Rp 105.000.000,2018.0,90 - 95K km,Silver,1197 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Manual
2019 Toyota Kijang Innova 2.0 G MPV - Pajak Hidup Sampai 2025,Mobil Bekas,Rp 260.000.000,2019.0,40 - 45K km,Hitam,1998 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,DKI Jakarta,Automatic
2021 Honda City RS Hatchback AT Pemakaian 2022 Hitam Metalik,Mobil Bekas,Rp 239.000.000,2021.0,19000 km,Hitam,1498 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2019 Toyota Kijang Innova 2.0 G MPV - Mobil Bekas Bebas LAKA dan Banjir,Mobil Bekas,Rp 260.000.000,2019.0,40 - 45K km,Hitam,1998 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,DKI Jakarta,Automatic
2017 Toyota Voxy 2.0 Wagon,Mobil Bekas,Rp 330.000.000,2017.0,45 - 50K km,Hitam,1986 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2022 Hyundai Stargazer 1.5 Prime Wagon - Kilometer Antik Masih 5 Ribuan,Mobil Bekas,Rp 235.000.000,2022.0,5 - 10K km,Merah,1497 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
2022 Hyundai Stargazer 1.5 Prime Wagon - Pajak Masih Hidup Aman,Mobil Bekas,Rp 235.000.000,2022.0,5 - 10K km,Merah,1497 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2021 Toyota Alphard 2.5 G Van Wagon KM 48.000 Toyota New Alphard Facelift G ATPM NIK 2021 Akhir (TOYOTA SAFETY SENSE) Black On Beige Full Original,Mobil Bekas,Rp 1.035.000.000,2021.0,45 - 50K km,Hitam,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
"2022 Mitsubishi Pajero Sport 2,4 Dakar SUV",Mobil Bekas,Rp 515.000.000,2022.0,9000 km,Putih,2442 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2018 Toyota Voxy 2.0 Wagon,Mobil Bekas,Rp 330.000.000,2018.0,60 - 65K km,Putih,1986 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2021 Toyota Alphard 2.5 G Van Wagon KM 48.000 Toyota New Alphard Facelift G ATPM NIK 2021 Akhir (TOYOTA SAFETY SENSE) Black On Beige Full Original,Mobil Bekas,Rp 1.035.000.000,2021.0,45 - 50K km,Hitam,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2019 Wuling Confero 1.5 Wagon,Mobil Bekas,Rp 121.000.000,2019.0,25 - 30K km,Silver,1485 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,Banten,Manual
2021 Toyota Kijang Innova 2.0 V MPV Low KM Kredit Cash Tukar Tambah Siap Pakai,Mobil Bekas,Rp 325.000.000,2021.0,15 - 20K km,Hitam,1998 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,DKI Jakarta,Automatic
"2018 Toyota Voxy 2,0 Base Spec Wagon",Mobil Bekas,Rp 335.000.000,2018.0,68000 km,Hitam,1986 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2020 Toyota Calya 1.2 G MPV,Mobil Bekas,Rp 125.000.000,2020.0,20 - 25K km,Hitam,1197 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2012 Toyota Alphard 2.4 S MPV,Mobil Bekas,Rp 300.000.000,2012.0,95 - 100K km,Hitam,2362 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2014 Mazda CX-5 2.5 Grand Touring SUV,Mobil Bekas,Rp 195.000.000,2014.0,70 - 75K km,Putih,2488 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2022 Honda HR-V HRV SE Sensing CVT Hitam Metalik,Mobil Bekas,Rp 335.000.000,2022.0,22000 km,Hitam,1498 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2022 Toyota Alphard 2.5 G Van Wagon,Mobil Bekas,Rp 1.119.000.000,2022.0,5 - 10K km,Putih,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2019 Toyota Kijang Innova 2.0 V MPV - Pajak Masih Hidup Sampai 2025,Mobil Bekas,Rp 294.000.000,2019.0,65 - 70K km,Hitam,1998 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,Jawa Barat,Automatic
2019 Toyota Kijang Innova 2.0 V MPV - Mobil Keluarga Interior Luas dan Nyaman,Mobil Bekas,Rp 294.000.000,2019.0,65 - 70K km,Hitam,1998 cc,Pertamax,Complete Knock Down (CKD),8.0,5.0,Jawa Barat,Automatic
2022 Mitsubishi Pajero Sport 2.4 Dakar Ultimate SUV,Mobil Bekas,Rp 495.000.000,2022.0,20 - 25K km,Hitam,2442 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2021 Toyota Fortuner 2,4 TRD SUV",Mobil Bekas,Rp 455.000.000,2021.0,19000 km,Hitam,2393 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2019 Mazda CX-3 CX3 GT Grand Touring Merah Metalik,Mobil Bekas,Rp 295.000.000,2019.0,29000 km,Merah,1998 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2021 Toyota Alphard 2.5 G Van Wagon KM 48.000 Toyota New Alphard Facelift G ATPM NIK 2021 Akhir (TOYOTA SAFETY SENSE) Black On Beige Full Original,Mobil Bekas,Rp 1.035.000.000,2021.0,45 - 50K km,Hitam,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2020 Toyota Fortuner 2.4 TRD SUV,Mobil Bekas,Rp 425.000.000,2020.0,50000 km,Abu-abu,2393 cc,Solar,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2019 Toyota Rush 1.5 G SUV - Kondisi Mulus No Minus,Mobil Bekas,Rp 192.000.000,2019.0,60 - 65K km,Hitam,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2018 Honda Brio 1,2 Satya E Hatchback",Mobil Bekas,Rp 119.000.000,2018.0,64907 km,Merah,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Manual
2019 Mercedes-Benz C200 1.5 EQ Boost Sedan,Mobil Bekas,Rp 555.000.000,2019.0,10 - 15K km,Putih,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,4.0,DKI Jakarta,Automatic
2014 Toyota Corolla Altis 1.8 V Sedan,Mobil Bekas,Rp 189.000.000,2014.0,110 - 115K km,Hitam,1798 cc,Pertamax,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
Mazda CX9 AWD PPF Plat 3Angka,Mobil Bekas,Rp 630.000.000,2020.0,60 - 65K km,Hitam,2488 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,Jawa Barat,Automatic
2017 Nissan March 1.2 XS Hatchback,Mobil Bekas,Rp 108.000.000,2017.0,75 - 80K km,Silver,1198 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2016 Honda City 1.5 E Sedan,Mobil Bekas,Rp 165.000.000,2016.0,90 - 95K km,Putih,1497 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Banten,Automatic
2021 Toyota Agya 1.2 GR Sport Hatchback,Mobil Bekas,Rp 134.000.000,2021.0,25 - 30K km,Silver,1197 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Manual
"2019 Toyota Agya 1,2 TRD Hatchback",Mobil Bekas,Rp 122.000.000,2019.0,41330 km,Hitam,1197 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Automatic
2017 Honda Mobilio 1.5 RS MPV HARGA SPECIAL ISTIMEWA TERAWAT SIAP PAKAI,Mobil Bekas,Rp 159.500.000,2017.0,60 - 65K km,Abu-abu,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2021 Toyota Corolla Cross 1.8 Hybrid Wagon - Pajak Hidup Setahun - KM Rendah,Mobil Bekas,Rp 409.000.000,2021.0,30 - 35K km,Hitam,1798 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Banten,Automatic
2023 Wuling Alvez 1.5 EX Wagon,Mobil Bekas,Rp 267.000.000,2023.0,5 - 10K km,Merah,1485 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2021 Toyota Corolla Cross 1.8 Hybrid Wagon - Unit Tangan Pertama - Bergaransi 7G+,Mobil Bekas,Rp 409.000.000,2021.0,30 - 35K km,Hitam,1798 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Jawa Barat,Automatic
2016 Toyota Alphard 2.5 G Van Wagon,Mobil Bekas,Rp 649.000.000,2016.0,65000 km,Hitam,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
"2022 Toyota Voxy 2,0 Base Spec Wagon",Mobil Bekas,Rp 465.000.000,2022.0,34228 km,Hitam,1986 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
"2011 Honda CR-V 2,4 2.4 i-VTEC SUV",Mobil Bekas,Rp 135.000.000,2011.0,130000 km,Abu-abu,2354 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2019 Mitsubishi Pajero Sport 2.4 Dakar SUV LOW KM,Mobil Bekas,Rp 518.000.000,2019.0,5 - 10K km,Putih,2442 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2015 Honda Jazz 1.5 S Hatchback,Mobil Bekas,Rp 160.000.000,2015.0,120 - 125K km,Putih,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Banten,Automatic
2022 Toyota Avanza 1.5 G MPV - DP 17 JUTA,Mobil Bekas,Rp 201.000.000,2022.0,25 - 30K km,Hitam,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2017 Honda HR-V 1.5 E SUV,Mobil Bekas,Rp 195.000.000,2017.0,110 - 115K km,Abu-abu,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2017 Honda HR-V 1.5 E SUV,Mobil Bekas,Rp 214.000.000,2017.0,70 - 75K km,Silver,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2017 Nissan March 1.2 XS Hatchback,Mobil Bekas,Rp 108.000.000,2017.0,85 - 90K km,Silver,1198 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2021 BMW 320i 2.0 Sport Sedan,Mobil Bekas,Rp 655.000.000,2021.0,0 - 5K km,Biru,1998 cc,Pertamax,Complete Knock Down (CKD),5.0,4.0,DKI Jakarta,Automatic
2021 Toyota Fortuner 2.4 VRZ SUV At,Mobil Bekas,Rp 435.000.000,2021.0,35 - 40K km,Hitam,2393 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2018 Suzuki Ignis 1.2 GL Hatchback,Mobil Bekas,Rp 103.000.000,2018.0,80 - 85K km,Biru,1197 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Banten,Automatic
2017 Honda Brio 1.2 Satya E Hatchback - PROMO DP MURAH 5jt,Mobil Bekas,Rp 135.000.000,2017.0,20 - 25K km,Merah,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Banten,Automatic
2023 Lexus RX350h 2.5 Luxury Wagon,Mobil Bekas,Rp 1.625.000.000,2023.0,2500 km,Putih,2487 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2019 Honda Brio 1.2 Satya E Hatchback - PROMO DP MURAH 8jt,Mobil Bekas,Rp 158.000.000,2019.0,35 - 40K km,Putih,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Automatic
2021 Mercedes-Benz GLS450 3.0 4MATIC AMG Line Wagon,Mobil Bekas,Rp 1.850.000.000,2021.0,10000 km,Hitam,2999 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2021 Toyota Alphard 2.5 G Van Wagon KM 48.000 Toyota New Alphard Facelift G ATPM NIK 2021 Akhir (TOYOTA SAFETY SENSE) Black On Beige Full Original,Mobil Bekas,Rp 1.035.000.000,2021.0,45 - 50K km,Hitam,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2022 Hyundai Staria Signature 7seater Diesel AT Pemakaian 2023 Hitam Metalik,Mobil Bekas,Rp 780.000.000,2022.0,10000 km,Hitam,2199 cc,Solar,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2021 Suzuki Jimny 1.5 Wagon,Mobil Bekas,Rp 425.000.000,2021.0,15 - 20K km,Hijau,1462 cc,Pertamax,Complete Built Up (CBU),4.0,3.0,Jawa Tengah,Automatic
"2017 Suzuki Ignis 1,2 GX Hatchback",Mobil Bekas,Rp 123.000.000,2017.0,67574 km,Biru,1197 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
"2013 Mazda CX-5 2,5 Grand Touring SUV",Mobil Bekas,Rp 185.000.000,2013.0,79000 km,Putih,2488 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2022 Kia Sonet Premiere 5Seater AT Putih,Mobil Bekas,Rp 249.000.000,2022.0,24000 km,Putih,1497 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2015 Honda HR-V 1.8 Prestige SUV,Mobil Bekas,Rp 205.000.000,2015.0,100 - 105K km,Abu-abu,1799 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2015 Daihatsu Terios 1.5 TX ADVENTURE SUV,Mobil Bekas,Rp 125.000.000,2015.0,85 - 90K km,Hitam,1495 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
"2023 Honda HRV 1,5 SE SUV",Mobil Bekas,Rp 340.000.000,2023.0,20000 km,Hitam,1498 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2010 Suzuki SX4 1.5 Cross Over Hatchback,Mobil Bekas,Rp 98.000.000,2010.0,110 - 115K km,Hitam,1490 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Timur,Automatic
2014 Suzuki Ertiga 1.4 GX MPV,Mobil Bekas,Rp 125.000.000,2014.0,85 - 90K km,Abu-abu,1373 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
2019 Mitsubishi Pajero Sport 2.4 Dakar SUV AT Istimewa Pemakaian 2020,Mobil Bekas,Rp 398.000.000,2019.0,50 - 55K km,Silver,2442 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2020 Hyundai Santa Fe 2.2 CRDi GRAND SUV AT KM Low Record Bukan 2019,Mobil Bekas,Rp 465.000.000,2020.0,40 - 45K km,Putih,2199 cc,Solar,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2022 Mazda CX-8 2.5 SKYACTIV-G Elite Wagon AT Istimewa Like New,Mobil Bekas,Rp 662.000.000,2022.0,5 - 10K km,Putih,2488 cc,Pertamax,Complete Built Up (CBU),6.0,5.0,DKI Jakarta,Automatic
2023 Honda BR-V 1.5 Prestige SUV,Mobil Bekas,Rp 255.000.000,2023.0,5 - 10K km,Putih,1498 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Tengah,Automatic
2019 Honda Brio 1.2 RS Hatchback,Mobil Bekas,Rp 155.000.000,2019.0,45 - 50K km,Orange,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Banten,Automatic
2018 Honda Mobilio 1.5 E MPV  - Mobil Bekas Pajak Panjang Setahun Full,Mobil Bekas,Rp 161.000.000,2018.0,80 - 85K km,Abu-abu,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
2018 Toyota Voxy 2.0 Wagon,Mobil Bekas,Rp 361.000.000,2018.0,70 - 75K km,Putih,1986 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2019 Mercedes Benz Mercy A200 Progressive Line AT Hitam Metalik,Mobil Bekas,Rp 535.000.000,2019.0,27000 km,Hitam,1332 cc,Pertamax,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
2018 Honda Mobilio 1.5 E MPV - Mobil Bekas TDP dan Cicilan Kecil,Mobil Bekas,Rp 161.000.000,2018.0,80 - 85K km,Abu-abu,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
2017 Hyundai H-1 2.5 XG MPV AT Diesel Istimewa KM 50rban,Mobil Bekas,Rp 298.000.000,2017.0,45 - 50K km,Coklat,2497 cc,Solar,Complete Knock Down (CKD),9.0,5.0,DKI Jakarta,Automatic
2014 Toyota Alphard 2.4 G G MPV,Mobil Bekas,Rp 389.000.000,2014.0,69000 km,Hitam,2362 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2014 Nissan X-Trail 2.5 Urban Selection SUV,Mobil Bekas,Rp 160.000.000,2014.0,110 - 115K km,Putih,2488 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Timur,Automatic
2020 Mercedes-Benz GLC200 2.0 AMG Line SUV,Mobil Bekas,Rp 859.000.000,2020.0,27000 km,Putih,1991 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2018 Daihatsu Gran Max 1.3 STD Van,Mobil Bekas,Rp 118.000.000,2018.0,85 - 90K km,Silver,1298 cc,Pertamax,Complete Knock Down (CKD),2.0,5.0,Banten,Manual
2023 Toyota Kijang Innova Zenix 2.0 Q HV TSS Modellista Wagon,Mobil Bekas,Rp 575.000.007,2023.0,15 - 20K km,Putih,1987 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Timur,Automatic
"2021 Daihatsu Ayla 1,2 R Deluxe Hatchback",Mobil Bekas,Rp 119.000.000,2021.0,13252 km,Abu-abu,1197 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Manual
2018 Honda CR-V 1.5 Prestige VTEC SUV,Mobil Bekas,Rp 370.000.000,2018.0,90 - 95K km,Hitam,1498 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2018 Toyota Rush 1.5 G SUV - Mobil Bekas TDP Kecil,Mobil Bekas,Rp 187.000.000,2018.0,90 - 95K km,Hitam,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
"( TDP 20jt) Mazda 2 1,5 R Sedan 2010 Merah kondisi Istimewa Bergaransi Dan Dijamin Siap Pakai #Kawanmobilbekas",Mobil Bekas,Rp 95.000.000,2010.0,104000 km,Merah,1498 cc,Pertamax,Complete Built Up (CBU),5.0,4.0,DKI Jakarta,Automatic
"( TDP 25jt ) Honda Brio 1,2 Satya E Hatchback 2020 Putih Kondisi Istimewa Bergaransi Dan Dijamin Siap Pakai #Kawanmobilbekas",Mobil Bekas,Rp 125.000.000,2020.0,46000 km,Putih,1199 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2013 Mazda CX-5 2.5 Grand Touring SUV,Mobil Bekas,Rp 180.000.000,2013.0,75 - 80K km,Putih,2488 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,Jawa Barat,Automatic
2018 Volkswagen Tiguan 1.4 TSI CBU AT White on Black,Mobil Bekas,Rp 335.000.000,2018.0,21000 km,Putih,1395 cc,Pertamax,Complete Built Up (CBU),5.0,5.0,DKI Jakarta,Automatic
2015 Nissan X-Trail 2.5 SUV,Mobil Bekas,Rp 187.000.000,2015.0,80 - 85K km,Abu-abu,2488 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2018 Honda HR-V 1,5 E SUV",Mobil Bekas,Rp 218.000.000,2018.0,62746 km,Hitam,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
"2022 Toyota Alphard 2,5 G Van Wagon",Mobil Bekas,Rp 1.112.000.000,2022.0,10525 km,Putih,2494 cc,Pertamax,Complete Built Up (CBU),7.0,5.0,DKI Jakarta,Automatic
2016 Daihatsu Xenia 1.3 R MPV - CICILAN 3 JT,Mobil Bekas,Rp 133.000.000,2016.0,70 - 75K km,Putih,1329 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2019 Toyota Yaris 1,5 G Hatchback",Mobil Bekas,Rp 179.000.000,2019.0,66468 km,Hitam,1496 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2015 Nissan X-Trail 2.5 SUV,Mobil Bekas,Rp 177.000.000,2015.0,105 - 110K km,Silver,2488 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2018 Toyota Calya 1.2 G MPV,Mobil Bekas,Rp 116.000.000,2018.0,80 - 85K km,Silver,1197 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2012 Honda CR-V 2.0 2.0 i-VTEC SUV,Mobil Bekas,Rp 160.000.000,2012.0,68000 km,Putih,1997 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Banten,Automatic
2018 Mitsubishi Xpander 1.5 ULTIMATE Wagon,Mobil Bekas,Rp 178.000.000,2018.0,70 - 75K km,Hitam,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Automatic
2017 Honda Mobilio 1.5 RS MPV AT Istimewa KM 30rban DP 10juta,Mobil Bekas,Rp 163.000.000,2017.0,25 - 30K km,Putih,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2017 Honda Jazz 1.5 RS Hatchback,Mobil Bekas,Rp 180.000.000,2017.0,65 - 70K km,Abu-abu,1497 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Banten,Automatic
2023 Daihatsu Rocky 1.2 ADS X Wagon,Mobil Bekas,Rp 185.000.000,2023.0,0 - 5K km,Kuning,1198 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Manual
"2021 Toyota Yaris 1,5 S GR Sport Hatchback",Mobil Bekas,Rp 228.000.000,2021.0,29338 km,Kuning,1496 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Jawa Barat,Automatic
2023 Toyota Avanza 1.3 E MPV - Pajak Panjang - KM Rendah,Mobil Bekas,Rp 188.000.000,2023.0,15 - 20K km,Hitam,1329 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Manual
2018 Mitsubishi Xpander 1.5 ULTIMATE Wagon,Mobil Bekas,Rp 190.000.000,2018.0,65 - 70K km,Hitam,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2021 Toyota Fortuner VRZ Diesel 4x2 AT Silver Metalik,Mobil Bekas,Rp 429.000.000,2021.0,43000 km,Silver,2393 cc,Solar,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2023 Toyota Avanza 1,3 E MPV Dp 0 Rp",Mobil Bekas,Rp 195.000.000,2023.0,16000 km,Silver,1329 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Manual
2023 Toyota Avanza 1.3 E MPV - Mobil Bekas Luas dan Nyaman Bergaransi,Mobil Bekas,Rp 188.000.000,2023.0,15 - 20K km,Hitam,1329 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Banten,Manual
2019 Honda Mobilio 1.5 E MPV,Mobil Bekas,Rp 150.000.000,2019.0,30 - 35K km,Abu-abu,1496 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
2017 Honda CR-V 1.5 Prestige VTEC SUV Automatic,Mobil Bekas,Rp 380.000.000,2017.0,75 - 80K km,Putih,1498 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Timur,Automatic
2019 Mitsubishi Xpander 1.5 ULTIMATE Wagon,Mobil Bekas,Rp 190.000.000,2019.0,45 - 50K km,Silver,1499 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,DKI Jakarta,Automatic
"2017 Toyota Calya 1,2 G MPV",Mobil Bekas,Rp 107.000.000,2017.0,81029 km,Merah,1197 cc,Pertamax,Complete Knock Down (CKD),7.0,5.0,Jawa Barat,Automatic
2023 Toyota Raize 1.2 G Wagon AT Istimewa Like New DP 10juta,Mobil Bekas,Rp 208.000.000,2023.0,5 - 10K km,Biru,1198 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,DKI Jakarta,Automatic
2021 Toyota Raize 1.0 GR Sport Wagon - DP 20 JTAN,Mobil Bekas,Rp 201.000.000,2021.0,45 - 50K km,Hitam,996 cc,Pertamax,Complete Knock Down (CKD),5.0,5.0,Banten,Automatic
