Title,Harga,Kondisi,Tahun Kendaraan,Kilometer,Warna,Cakupan mesin,Transmisi,Penumpang,Pintu,Dirakit,Tipe Bahan Bakar
2022 Toyota Avanza 1.5 G MPV - DP 17 JUTA,Rp 201.000.000,Mobil Bekas,2022,25 - 30K km,Hitam,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2017 Honda HR-V 1.5 E SUV,Rp 195.000.000,Mobil Bekas,2017,110 - 115K km,Abu-abu,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2017 Honda HR-V 1.5 E SUV,Rp 214.000.000,Mobil Bekas,2017,70 - 75K km,Silver,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2017 Nissan March 1.2 XS Hatchback,Rp 108.000.000,Mobil Bekas,2017,85 - 90K km,Silver,1198 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2021 BMW 320i 2.0 Sport Sedan,Rp 655.000.000,Mobil Bekas,2021,0 - 5K km,Biru,1998 cc,Automatic,5,4,Complete Knock Down (CKD),Pertamax
2021 Toyota Fortuner 2.4 VRZ SUV At,Rp 435.000.000,Mobil Bekas,2021,35 - 40K km,Hitam,2393 cc,Automatic,7,5,Complete Knock Down (CKD),Solar
2018 Suzuki Ignis 1.2 GL Hatchback,Rp 103.000.000,Mobil Bekas,2018,80 - 85K km,Biru,1197 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2017 Honda Brio 1.2 Satya E Hatchback - PROMO DP MURAH 5jt,Rp 135.000.000,Mobil Bekas,2017,20 - 25K km,Merah,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2023 Lexus RX350h 2.5 Luxury Wagon,Rp 1.625.000.000,Mobil Bekas,2023,2500 km,Putih,2487 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2019 Honda Brio 1.2 Satya E Hatchback - PROMO DP MURAH 8jt,Rp 158.000.000,Mobil Bekas,2019,35 - 40K km,Putih,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2021 Mercedes-Benz GLS450 3.0 4MATIC AMG Line Wagon,Rp 1.850.000.000,Mobil Bekas,2021,10000 km,Hitam,2999 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2022 Hyundai Staria Signature 7seater Diesel AT Pemakaian 2023 Hitam Metalik,Rp 780.000.000,Mobil Bekas,2022,10000 km,Hitam,2199 cc,Automatic,7,5,Complete Built Up (CBU),Solar
2021 Suzuki Jimny 1.5 Wagon,Rp 425.000.000,Mobil Bekas,2021,15 - 20K km,Hijau,1462 cc,Automatic,4,3,Complete Built Up (CBU),Pertamax
"2017 Suzuki Ignis 1,2 GX Hatchback",Rp 123.000.000,Mobil Bekas,2017,67574 km,Biru,1197 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
"2013 Mazda CX-5 2,5 Grand Touring SUV",Rp 185.000.000,Mobil Bekas,2013,79000 km,Putih,2488 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2022 Kia Sonet Premiere 5Seater AT Putih,Rp 249.000.000,Mobil Bekas,2022,24000 km,Putih,1497 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2015 Honda HR-V 1.8 Prestige SUV,Rp 205.000.000,Mobil Bekas,2015,100 - 105K km,Abu-abu,1799 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2015 Daihatsu Terios 1.5 TX ADVENTURE SUV,Rp 125.000.000,Mobil Bekas,2015,85 - 90K km,Hitam,1495 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
"2023 Honda HRV 1,5 SE SUV",Rp 340.000.000,Mobil Bekas,2023,20000 km,Hitam,1498 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2010 Suzuki SX4 1.5 Cross Over Hatchback,Rp 98.000.000,Mobil Bekas,2010,110 - 115K km,Hitam,1490 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2014 Suzuki Ertiga 1.4 GX MPV,Rp 125.000.000,Mobil Bekas,2014,85 - 90K km,Abu-abu,1373 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 Mitsubishi Pajero Sport 2.4 Dakar SUV AT Istimewa Pemakaian 2020,Rp 398.000.000,Mobil Bekas,2019,50 - 55K km,Silver,2442 cc,Automatic,7,5,Complete Knock Down (CKD),Solar
2020 Hyundai Santa Fe 2.2 CRDi GRAND SUV AT KM Low Record Bukan 2019,Rp 465.000.000,Mobil Bekas,2020,40 - 45K km,Putih,2199 cc,Automatic,7,5,Complete Built Up (CBU),Solar
2022 Mazda CX-8 2.5 SKYACTIV-G Elite Wagon AT Istimewa Like New,Rp 662.000.000,Mobil Bekas,2022,5 - 10K km,Putih,2488 cc,Automatic,6,5,Complete Built Up (CBU),Pertamax
2023 Honda BR-V 1.5 Prestige SUV,Rp 255.000.000,Mobil Bekas,2023,5 - 10K km,Putih,1498 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 Honda Brio 1.2 RS Hatchback,Rp 155.000.000,Mobil Bekas,2019,45 - 50K km,Orange,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2018 Honda Mobilio 1.5 E MPV  - Mobil Bekas Pajak Panjang Setahun Full,Rp 161.000.000,Mobil Bekas,2018,80 - 85K km,Abu-abu,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2018 Toyota Voxy 2.0 Wagon,Rp 361.000.000,Mobil Bekas,2018,70 - 75K km,Putih,1986 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2019 Mercedes Benz Mercy A200 Progressive Line AT Hitam Metalik,Rp 535.000.000,Mobil Bekas,2019,27000 km,Hitam,1332 cc,Automatic,5,4,Complete Built Up (CBU),Pertamax
2018 Honda Mobilio 1.5 E MPV - Mobil Bekas TDP dan Cicilan Kecil,Rp 161.000.000,Mobil Bekas,2018,80 - 85K km,Abu-abu,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2017 Hyundai H-1 2.5 XG MPV AT Diesel Istimewa KM 50rban,Rp 298.000.000,Mobil Bekas,2017,45 - 50K km,Coklat,2497 cc,Automatic,9,5,Complete Knock Down (CKD),Solar
2014 Toyota Alphard 2.4 G G MPV,Rp 389.000.000,Mobil Bekas,2014,69000 km,Hitam,2362 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2014 Nissan X-Trail 2.5 Urban Selection SUV,Rp 160.000.000,Mobil Bekas,2014,110 - 115K km,Putih,2488 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2020 Mercedes-Benz GLC200 2.0 AMG Line SUV,Rp 859.000.000,Mobil Bekas,2020,27000 km,Putih,1991 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2018 Daihatsu Gran Max 1.3 STD Van,Rp 118.000.000,Mobil Bekas,2018,85 - 90K km,Silver,1298 cc,Manual,2,5,Complete Knock Down (CKD),Pertamax
2023 Toyota Kijang Innova Zenix 2.0 Q HV TSS Modellista Wagon,Rp 575.000.007,Mobil Bekas,2023,15 - 20K km,Putih,1987 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
"2021 Daihatsu Ayla 1,2 R Deluxe Hatchback",Rp 119.000.000,Mobil Bekas,2021,13252 km,Abu-abu,1197 cc,Manual,5,5,Complete Knock Down (CKD),Pertamax
2018 Honda CR-V 1.5 Prestige VTEC SUV,Rp 370.000.000,Mobil Bekas,2018,90 - 95K km,Hitam,1498 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2018 Toyota Rush 1.5 G SUV - Mobil Bekas TDP Kecil,Rp 187.000.000,Mobil Bekas,2018,90 - 95K km,Hitam,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
"( TDP 20jt) Mazda 2 1,5 R Sedan 2010 Merah kondisi Istimewa Bergaransi Dan Dijamin Siap Pakai #Kawanmobilbekas",Rp 95.000.000,Mobil Bekas,2010,104000 km,Merah,1498 cc,Automatic,5,4,Complete Built Up (CBU),Pertamax
"( TDP 25jt ) Honda Brio 1,2 Satya E Hatchback 2020 Putih Kondisi Istimewa Bergaransi Dan Dijamin Siap Pakai #Kawanmobilbekas",Rp 125.000.000,Mobil Bekas,2020,46000 km,Putih,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2013 Mazda CX-5 2.5 Grand Touring SUV,Rp 180.000.000,Mobil Bekas,2013,75 - 80K km,Putih,2488 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2018 Volkswagen Tiguan 1.4 TSI CBU AT White on Black,Rp 335.000.000,Mobil Bekas,2018,21000 km,Putih,1395 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2015 Nissan X-Trail 2.5 SUV,Rp 187.000.000,Mobil Bekas,2015,80 - 85K km,Abu-abu,2488 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
"2018 Honda HR-V 1,5 E SUV",Rp 218.000.000,Mobil Bekas,2018,62746 km,Hitam,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
"2022 Toyota Alphard 2,5 G Van Wagon",Rp 1.112.000.000,Mobil Bekas,2022,10525 km,Putih,2494 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2016 Daihatsu Xenia 1.3 R MPV - CICILAN 3 JT,Rp 133.000.000,Mobil Bekas,2016,70 - 75K km,Putih,1329 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2015 Nissan X-Trail 2.5 SUV,Rp 177.000.000,Mobil Bekas,2015,105 - 110K km,Silver,2488 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2018 Toyota Calya 1.2 G MPV,Rp 116.000.000,Mobil Bekas,2018,80 - 85K km,Silver,1197 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2012 Honda CR-V 2.0 2.0 i-VTEC SUV,Rp 160.000.000,Mobil Bekas,2012,68000 km,Putih,1997 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2018 Mitsubishi Xpander 1.5 ULTIMATE Wagon,Rp 178.000.000,Mobil Bekas,2018,70 - 75K km,Hitam,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2017 Honda Mobilio 1.5 RS MPV AT Istimewa KM 30rban DP 10juta,Rp 163.000.000,Mobil Bekas,2017,25 - 30K km,Putih,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2017 Honda Jazz 1.5 RS Hatchback,Rp 180.000.000,Mobil Bekas,2017,65 - 70K km,Abu-abu,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2023 Daihatsu Rocky 1.2 ADS X Wagon,Rp 185.000.000,Mobil Bekas,2023,0 - 5K km,Kuning,1198 cc,Manual,5,5,Complete Knock Down (CKD),Pertamax
"2021 Toyota Yaris 1,5 S GR Sport Hatchback",Rp 228.000.000,Mobil Bekas,2021,29338 km,Kuning,1496 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2023 Toyota Avanza 1.3 E MPV - Pajak Panjang - KM Rendah,Rp 188.000.000,Mobil Bekas,2023,15 - 20K km,Hitam,1329 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
2018 Mitsubishi Xpander 1.5 ULTIMATE Wagon,Rp 190.000.000,Mobil Bekas,2018,65 - 70K km,Hitam,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2021 Toyota Fortuner VRZ Diesel 4x2 AT Silver Metalik,Rp 429.000.000,Mobil Bekas,2021,43000 km,Silver,2393 cc,Automatic,7,5,Complete Knock Down (CKD),Solar
"2023 Toyota Avanza 1,3 E MPV Dp 0 Rp",Rp 195.000.000,Mobil Bekas,2023,16000 km,Silver,1329 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
2023 Toyota Avanza 1.3 E MPV - Mobil Bekas Luas dan Nyaman Bergaransi,Rp 188.000.000,Mobil Bekas,2023,15 - 20K km,Hitam,1329 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
2019 Honda Mobilio 1.5 E MPV,Rp 150.000.000,Mobil Bekas,2019,30 - 35K km,Abu-abu,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2017 Honda CR-V 1.5 Prestige VTEC SUV Automatic,Rp 380.000.000,Mobil Bekas,2017,75 - 80K km,Putih,1498 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 Mitsubishi Xpander 1.5 ULTIMATE Wagon,Rp 190.000.000,Mobil Bekas,2019,45 - 50K km,Silver,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
"2017 Toyota Calya 1,2 G MPV",Rp 107.000.000,Mobil Bekas,2017,81029 km,Merah,1197 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2023 Toyota Raize 1.2 G Wagon AT Istimewa Like New DP 10juta,Rp 208.000.000,Mobil Bekas,2023,5 - 10K km,Biru,1198 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2021 Toyota Raize 1.0 GR Sport Wagon - DP 20 JTAN,Rp 201.000.000,Mobil Bekas,2021,45 - 50K km,Hitam,996 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2015 Suzuki Ertiga 1.4 GL MPV AT Istimewa Low KM DP 5juta,Rp 125.000.000,Mobil Bekas,2015,65 - 70K km,Silver,1373 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2017 Honda Brio 1.2 Satya E Hatchback AT Rawatan Low KM DP 5juta,Rp 123.000.000,Mobil Bekas,2017,60 - 65K km,Biru,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2018 Nissan March 1.2 XS Hatchback AT Low KM Rawatan Free BBN,Rp 127.000.000,Mobil Bekas,2018,55 - 60K km,Merah,1198 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2023 Toyota Agya 1.2 G Hatchback AT Low KM Istimewa DP 5juta,Rp 155.000.000,Mobil Bekas,2023,0 - 5K km,Orange,1197 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2019 Mitsubishi Xpander 1.5 ULTIMATE Wagon AT Low KM DP 5juta,Rp 205.000.000,Mobil Bekas,2019,55 - 60K km,Hitam,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 Mitsubishi Pajero Sport 2.4 Dakar SUV - Pajak Panjang Setahun Full,Rp 418.000.000,Mobil Bekas,2019,80 - 85K km,Hitam,2442 cc,Automatic,7,5,Complete Knock Down (CKD),Solar
2011 Honda CR-V 2.4 2.4 i-VTEC SUV,Rp 125.000.000,Mobil Bekas,2011,125 - 130K km,Abu-abu,2354 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2022 Wuling Cortez 1.5 EX Lux+ Wagon AT Istimewa KM.13rb DP 9juta,Rp 218.000.000,Mobil Bekas,2022,10 - 15K km,Silver,1451 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2022 Mazda 2 1.5 Sedan AT Istimewa Like New KM 2rban,Rp 263.000.000,Mobil Bekas,2022,0 - 5K km,Abu-abu,1496 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2018 Hyundai H-1 2.4 Royale MPV AT Bensin Full Service Record,Rp 298.000.000,Mobil Bekas,2018,105 - 110K km,Abu-abu,2359 cc,Automatic,8,5,Complete Knock Down (CKD),Pertamax
2019 Nissan Livina 1.5 VL Wagon,Rp 182.000.000,Mobil Bekas,2019,50 - 55K km,Hitam,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2023 Toyota Veloz 1.5 Q Wagon,Rp 262.000.000,Mobil Bekas,2023,5 - 10K km,Silver,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2014 Honda Brio 1.2 E Hatchback,Rp 123.000.000,Mobil Bekas,2014,90 - 95K km,Putih,1198 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2019 Toyota Kijang Innova 2.4 G MPV AT Diesel Istimewa Rawatan,Rp 298.000.000,Mobil Bekas,2019,130 - 135K km,Putih,2393 cc,Automatic,8,5,Complete Knock Down (CKD),Solar
2014 KIA Sorento 2.4 SUV AT Bensin Low KM Istimewa,Rp 188.000.000,Mobil Bekas,2014,80 - 85K km,Abu-abu,2359 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2017 Mazda 2 1.5 R Hatchback AT Facelift Low KM DP 9juta,Rp 175.000.000,Mobil Bekas,2017,75 - 80K km,Abu-abu,1496 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2016 Toyota Alphard 2.5 G Van Wagon PANORAMIC ROOF Transformers,Rp 639.000.000,Mobil Bekas,2016,45 - 50K km,Orange,2494 cc,Automatic,7,5,Complete Built Up (CBU),Pertamax
2015 Honda Brio 1.2 Satya S Hatchback / DP 7 JT,Rp 99.000.000,Mobil Bekas,2015,110 - 115K km,Hitam,1198 cc,Manual,5,5,Complete Knock Down (CKD),Pertamax
2021 Toyota Corolla Cross 1.8 Hybrid Wagon,Rp 409.000.000,Mobil Bekas,2021,30 - 35K km,Hitam,1798 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2015 Honda City 1.5 E Sedan  (TDP 13jt),Rp 126.000.000,Mobil Bekas,2015,145 - 150K km,Hitam,1497 cc,Manual,5,5,Complete Built Up (CBU),Pertamax
2017 Suzuki Baleno 1.4 GL Hatchback premium,Rp 152.000.000,Mobil Bekas,2017,55 - 60K km,Merah,1373 cc,Manual,5,5,Complete Built Up (CBU),Pertamax
2021 Daihatsu Rocky 1.0 R TC ADS Wagon premium,Rp 193.000.000,Mobil Bekas,2021,55 - 60K km,Hitam,996 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2020 Mitsubishi Xpander 1.5 CROSS Premium Package Wagon,Rp 235.000.000,Mobil Bekas,2020,80 - 85K km,Putih,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2020 Toyota Avanza 1.5 Veloz MPV ( TDP 18jt),Rp 182.000.000,Mobil Bekas,2020,80 - 85K km,Hitam,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2021 Honda Brio 1.2 E Satya Hatchback Premium,Rp 155.000.000,Mobil Bekas,2021,30 - 35K km,Merah,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2017 Toyota Calya G AT Hitam 25rb KM,Rp 135.000.000,Mobil Bekas,2017,25 - 30K km,Hitam,1197 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
"2021 Honda CR-V 1,5 VTEC SUV",Rp 410.000.000,Mobil Bekas,2021,2150 km,Hitam,1498 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 BMW 530i 2.0 M Sport Sedan,Rp 700.000.000,Mobil Bekas,2019,19000 km,Hitam,1998 cc,Automatic,5,4,Complete Knock Down (CKD),Pertamax
2022 Honda Brio 1.2 E Satya Hatchback Premium,Rp 157.000.000,Mobil Bekas,2022,20 - 25K km,Abu-abu,1199 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2019 Mercedes-Benz E300 2.0 Avantgarde SportStyle Sedan,Rp 700.000.000,Mobil Bekas,2019,18000 km,Putih,1991 cc,Automatic,5,4,Complete Built Up (CBU),Pertamax
2013 Honda CR-V 2.4 2.4 SUV,Rp 185.000.000,Mobil Bekas,2013,110 - 115K km,Silver,2354 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2015 Honda Accord 2.4 VTi-L Sedan,Rp 220.000.000,Mobil Bekas,2015,79000 km,Putih,2356 cc,Automatic,5,4,Complete Built Up (CBU),Pertamax
2021 Honda HR-V 1.5 E SUV,Rp 257.000.000,Mobil Bekas,2021,60 - 65K km,Abu-abu,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2023 Mitsubishi Xpander 1.5 CROSS Premium Package Wagon (LOW KM 3rb),Rp 283.000.000,Mobil Bekas,2023,0 - 5K km,Hitam,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 Mitsubishi Xpander 1.5 ULTIMATE Wagon,Rp 218.000.000,Mobil Bekas,2019,70 - 75K km,Hitam,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2022 Honda BR-V 1.5 Prestige Honda Sensing SUV Premium,Rp 252.000.000,Mobil Bekas,2022,35 - 40K km,Hitam,1498 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2022 Mitsubishi Xpander 1.5 CROSS Premium Package Wagon,Rp 265.000.000,Mobil Bekas,2022,40 - 45K km,Hitam,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2018 BMW 530i 2.0 Luxury Sedan G30 FACELIFT,Rp 650.000.000,Mobil Bekas,2018,35 - 40K km,Putih,1998 cc,Automatic,5,4,Complete Knock Down (CKD),Pertamax
2018 Honda HR-V 1.5 E SUV,Rp 220.000.000,Mobil Bekas,2018,65 - 70K km,Silver,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2021 Toyota Avanza 1.5 G TSS MPV premium,Rp 211.000.000,Mobil Bekas,2021,30 - 35K km,Silver,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2014 Daihatsu Xenia 1.0 D STD MPV / DP 5 JT,Rp 97.000.000,Mobil Bekas,2014,80 - 85K km,Putih,989 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
2023 Mitsubishi Pajero Sport 2.4 Dakar SUV,Rp 565.000.000,Mobil Bekas,2023,5 - 10K km,Hitam,2442 cc,Automatic,7,5,Complete Knock Down (CKD),Solar
"2017 Honda Jazz 1,5 RS Hatchback",Rp 180.000.000,Mobil Bekas,2017,70556 km,Abu-abu,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2020 Honda HR-V 1.5 S SUV,Rp 234.000.000,Mobil Bekas,2020,20 - 25K km,Silver,1497 cc,Manual,5,5,Complete Knock Down (CKD),Pertamax
2020 Toyota Fortuner 2.4 VRZ SUV Premium,Rp 410.000.000,Mobil Bekas,2020,50 - 55K km,Hitam,2393 cc,Automatic,7,5,Complete Knock Down (CKD),Solar
2020 Honda HR-V 1.5 E SUV,Rp 245.000.000,Mobil Bekas,2020,35 - 40K km,Merah,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2019 Honda Mobilio 1.5 E MPV / PROMO DP RINGAN / DATA DIBANTU SAMPAI APPROVE,Rp 162.000.000,Mobil Bekas,2019,55 - 60K km,Abu-abu,1496 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
"2005 Isuzu Panther 2,5 GRAND TOURING Mt Istimewa Bisa Kredit Mobil Bekas Malang",Rp 165.000.000,Mobil Bekas,2005,12345 km,Hitam,2499 cc,Manual,7,5,Complete Knock Down (CKD),Solar
2013 Honda CR-V 2.4 Prestige SUV At Istimewa Bisa Kredit Mobil Bekas Malang,Rp 205.000.000,Mobil Bekas,2013,12345 km,Hitam,2354 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2021 Daihatsu Rocky 1.0 R TC ADS Wagon PREMIUM,Rp 197.000.000,Mobil Bekas,2021,35 - 40K km,Hitam,996 cc,Manual,5,5,Complete Knock Down (CKD),Pertamax
2019 Mitsubishi Outlander 2.4 PHEV Wagon,Rp 450.000.000,Mobil Bekas,2019,30 - 35K km,Hitam,2360 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2019 Mitsubishi Xpander 1.5 SPORT Wagon,Rp 183.000.000,Mobil Bekas,2019,70 - 75K km,Hitam,1499 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2010 Toyota Avanza 1.3 G MPV,Rp 92.000.000,Mobil Bekas,2010,105 - 110K km,Hitam,1298 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2019 Mazda 2 Mazda2 R AT Hitam Metalik,Rp 205.000.000,Mobil Bekas,2019,25000 km,Hitam,1496 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2017 Daihatsu Ayla 1.0 X Hatchback / DP 5 JT,Rp 101.000.000,Mobil Bekas,2017,105 - 110K km,Merah,998 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2018 Honda HR-V 1.5 E SUV,Rp 213.000.000,Mobil Bekas,2018,60 - 65K km,Silver,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2018 Toyota Sienta 1.5 V MPV,Rp 179.000.000,Mobil Bekas,2018,45 - 50K km,Abu-abu,1497 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2016 Honda Odyssey 2.4 Prestige 2.4 MPV,Rp 337.000.000,Mobil Bekas,2016,75 - 80K km,Hitam,2356 cc,Automatic,6,5,Complete Built Up (CBU),Pertamax
2017 Toyota Yaris 1.5 TRD Sportivo Hatchback - DP MINIM 12 JUTA,Rp 172.000.000,Mobil Bekas,2017,35 - 40K km,Silver,1496 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2021 Toyota Raize 1.0 GR Sport Wagon,Rp 202.000.000,Mobil Bekas,2021,20 - 25K km,Biru,996 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2020 Suzuki Ignis 1.2 GX Hatchback PREMIUM,Rp 132.000.000,Mobil Bekas,2020,30 - 35K km,Merah,1197 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2021 Toyota Calya 1.2 G MPV ( LOW KM 15rb),Rp 130.000.000,Mobil Bekas,2021,10 - 15K km,Silver,1197 cc,Automatic,7,5,Complete Knock Down (CKD),Pertamax
2020 Toyota Agya 1.2 TRD Hatchback PREMIUM,Rp 121.000.000,Mobil Bekas,2020,30 - 35K km,Hitam,1197 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2018 Honda HR-V 1.5 E SUV,Rp 226.000.000,Mobil Bekas,2018,40 - 45K km,Merah,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2022 Toyota Fortuner 2.8 GR Sport SUV Diesel Matic (22 ribu KM),Rp 549.000.000,Mobil Bekas,2022,20 - 25K km,Abu-abu,2755 cc,Automatic,7,5,Complete Knock Down (CKD),Solar
"2022 Mitsubishi Xpander 1,5 CROSS Wagon",Rp 273.000.000,Mobil Bekas,2022,16000 km,Putih,1499 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
"2022 BMW 840i 3.0 M Technic Coupe G15 TURBO,M Sport Pro,Pemakaian 2023,pajak Januari 2025, B dari Jakarta PUSAT,a/n Pribadi Odo 1.208 RECORD",Rp 2.150.000.000,Mobil Bekas,2022,0 - 5K km,Hitam,2998 cc,Automatic,4,2,Complete Built Up (CBU),Pertamax
2012 Nissan Grand Livina 1.5 SV MPV,Rp 87.000.000,Mobil Bekas,2012,160 - 165K km,Putih,1498 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
2019 Honda Jazz 1.5 RS Hatchback,Rp 237.000.000,Mobil Bekas,2019,80 - 85K km,Putih,1497 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
"2020 Mazda CX-5 2,5 GT SUV",Rp 385.000.000,Mobil Bekas,2020,27071 km,Hitam,2488 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2014 Honda City 1.5 E Sedan,Rp 163.000.000,Mobil Bekas,2014,80 - 85K km,Hitam,1497 cc,Automatic,5,5,Complete Built Up (CBU),Pertamax
2022 Toyota Raize 1.0 GR Sport TSS Wagon,Rp 227.000.000,Mobil Bekas,2022,15 - 20K km,Putih,996 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
2016 Suzuki Ertiga 1.4 GL MPV,Rp 124.000.000,Mobil Bekas,2016,95 - 100K km,Abu-abu,1373 cc,Manual,7,5,Complete Knock Down (CKD),Pertamax
2014 Honda CR-V 2.4 2.4 Prestige SUV,Rp 183.000.000,Mobil Bekas,2014,145 - 150K km,Putih,2354 cc,Automatic,5,5,Complete Knock Down (CKD),Pertamax
